N_RIGA;ID_LIBRO;TITOLO;AUTORE;GENERE;ANNO_PUBBLICAZIONE;CASA_EDITRICE;ISBN;LINGUA;N_PAGINE;DISPONIBILE;DATA_INIZIO_PRESTITO;DATA_FINE_PRESTITO
746;LIB0746;Narciso e Boccadoro;Hermann Hesse;Romanzo;1961;Mondadori;978-28-264-4014-5;Italiano;1129;NO;2026-05-01;2026-07-30
747;LIB0747;Quel che Resta del Giorno;Kazuo Ishiguro;Romanzo;1558;Einaudi;978-24-285-1891-6;Italiano;477;SI;NULL;NULL
748;LIB0748;La Schiuma dei Giorni;Boris Vian;Romanzo;1862;Einaudi;978-92-662-2198-7;Italiano;1024;NO;2026-03-12;2026-06-10
749;LIB0749;Bartleby lo Scrivano;Herman Melville;Racconto;1368;Feltrinelli;978-22-302-8982-8;Italiano;593;SI;NULL;NULL
750;LIB0750;Confessioni di una Maschera;Yukio Mishima;Romanzo;1665;Feltrinelli;978-95-771-4842-9;Italiano;342;NO;2026-03-08;2026-06-06
751;LIB0751;Una Vita;Italo Svevo;Romanzo;1934;Einaudi;978-34-425-8960-0;Italiano;222;SI;NULL;NULL
752;LIB0752;L'Isola di Arturo;Elsa Morante;Romanzo;1931;Einaudi;978-49-810-3496-1;Italiano;1430;SI;NULL;NULL
753;LIB0753;La Peste;Albert Camus;Romanzo filosofico;1673;Bompiani;978-64-272-1079-2;Italiano;727;SI;NULL;NULL
754;LIB0754;Lo Straniero;Albert Camus;Esistenzialismo;1526;Bompiani;978-65-383-6889-3;Italiano;1392;NO;2026-04-20;2026-07-19
755;LIB0755;Mariage à l'Italienne;Cristina Comencini;Romanzo;1639;Feltrinelli;978-69-556-6877-4;Italiano;1062;SI;NULL;NULL
756;LIB0756;Il Padre;August Strindberg;Teatro;1798;Einaudi;978-23-279-2343-5;Italiano;1209;SI;NULL;NULL
757;LIB0757;Todo Modo;Leonardo Sciascia;Romanzo;1443;Einaudi;978-35-369-2252-6;Italiano;1183;SI;NULL;NULL
758;LIB0758;Di qua dal Paradiso;F. Scott Fitzgerald;Romanzo di formazione;1319;Mondadori;978-90-131-7637-7;Italiano;1118;SI;NULL;NULL
759;LIB0759;Cecità;José Saramago;Romanzo allegorico;1517;Einaudi;978-80-366-9904-8;Italiano;155;SI;NULL;NULL
760;LIB0760;Oliver Twist;Charles Dickens;Romanzo sociale;1852;Newton Compton;978-93-893-3435-9;Italiano;1046;SI;NULL;NULL
761;LIB0761;L'Amore ai Tempi del Colera;Gabriel García Márquez;Romanzo;1528;Feltrinelli;978-47-237-8613-0;Italiano;1287;SI;NULL;NULL
762;LIB0762;L'Uomo che Ride;Victor Hugo;Romanzo;1392;Mondadori;978-56-614-1173-1;Italiano;892;SI;NULL;NULL
763;LIB0763;L'Isola Misteriosa;Jules Verne;Avventura;1928;Mondadori;978-31-875-9423-2;Italiano;1481;NO;2026-05-15;2026-08-13
764;LIB0764;La Stanza di Giovanni;James Baldwin;Romanzo;1463;Fandango;978-82-679-3395-3;Italiano;446;SI;NULL;NULL
765;LIB0765;Il Grande Sonno;Raymond Chandler;Noir;1795;Mondadori;978-15-324-8989-4;Italiano;814;NO;2026-03-10;2026-06-08
766;LIB0766;Il Piccolo Principe;Antoine de Saint-Exupéry;Favola;1570;Bompiani;978-39-143-4387-5;Italiano;836;SI;NULL;NULL
767;LIB0767;La Forma dell'Acqua;Andrea Camilleri;Giallo;1669;Sellerio;978-70-565-1760-6;Italiano;874;NO;2026-04-06;2026-07-05
768;LIB0768;Seconda Fondazione;Isaac Asimov;Fantascienza;1964;Mondadori;978-23-820-9542-7;Italiano;743;SI;NULL;NULL
769;LIB0769;Il Nome della Rosa;Umberto Eco;Romanzo storico;1580;Bompiani;978-84-657-3848-8;Italiano;619;SI;NULL;NULL
770;LIB0770;Danubio;Claudio Magris;Saggio narrativo;1687;Garzanti;978-85-769-2275-9;Italiano;828;SI;NULL;NULL
771;LIB0771;Lettera a un Bambino mai Nato;Oriana Fallaci;Romanzo;1685;Rizzoli;978-76-515-6781-0;Italiano;536;SI;NULL;NULL
772;LIB0772;Il Signore delle Mosche;William Golding;Romanzo;1653;Mondadori;978-71-718-1108-1;Italiano;1077;SI;NULL;NULL
773;LIB0773;Cimitero Vivente;Stephen King;Horror;1442;Sperling & Kupfer;978-31-335-2263-2;Italiano;980;SI;NULL;NULL
774;LIB0774;Amleto;William Shakespeare;Teatro;1587;Einaudi;978-29-291-3578-3;Italiano;513;SI;NULL;NULL
775;LIB0775;Metà di un Sole Giallo;Chimamanda Ngozi Adichie;Romanzo;1421;Einaudi;978-39-524-6410-4;Italiano;1433;SI;NULL;NULL
776;LIB0776;Ho Servito il Re d'Inghilterra;Bohumil Hrabal;Romanzo;1793;e/o;978-71-590-4452-5;Italiano;1462;SI;NULL;NULL
777;LIB0777;Tragedia in tre Atti;Agatha Christie;Giallo;1962;Mondadori;978-12-349-1706-6;Italiano;921;NO;2026-02-18;2026-05-19
778;LIB0778;Vent'anni Dopo;Alexandre Dumas;Avventura;1906;Newton Compton;978-27-744-9399-7;Italiano;409;NO;2026-04-24;2026-07-23
779;LIB0779;Caos Calmo;Sandro Veronesi;Romanzo;1886;Bompiani;978-17-270-5231-8;Italiano;380;SI;NULL;NULL
780;LIB0780;Cristo si è Fermato a Eboli;Carlo Levi;Memoir;1829;Einaudi;978-86-677-1305-9;Italiano;910;SI;NULL;NULL
781;LIB0781;Come Dio Comanda;Niccolò Ammaniti;Romanzo;1977;Mondadori;978-20-321-8359-0;Italiano;660;SI;NULL;NULL
782;LIB0782;Pastorale Americana;Philip Roth;Romanzo;1782;Einaudi;978-31-324-7730-1;Italiano;1066;SI;NULL;NULL
783;LIB0783;Il Pendolo di Foucault;Umberto Eco;Romanzo;1896;Bompiani;978-89-775-9369-2;Italiano;452;NO;2026-03-11;2026-06-09
784;LIB0784;Rayuela;Julio Cortázar;Romanzo;2002;Einaudi;978-68-710-2127-3;Italiano;781;NO;2026-03-20;2026-06-18
785;LIB0785;Sulla Strada;Jack Kerouac;Romanzo;1694;Mondadori;978-23-116-4315-4;Italiano;350;SI;NULL;NULL
786;LIB0786;L'Uomo Senza Qualità;Robert Musil;Romanzo;1816;Einaudi;978-63-946-3450-5;Italiano;1481;SI;NULL;NULL
787;LIB0787;L'Uomo di Neve;Jo Nesbø;Thriller;1481;Einaudi;978-88-714-1639-6;Italiano;1054;SI;NULL;NULL
788;LIB0788;Kokoro;Natsume Sōseki;Romanzo;1844;Einaudi;978-25-195-8901-7;Italiano;1110;SI;NULL;NULL
789;LIB0789;Ghiaccio Nove;Kurt Vonnegut;Romanzo;1917;Feltrinelli;978-10-893-8069-8;Italiano;1184;SI;NULL;NULL
790;LIB0790;Il Signore Ibrahim e i Fiori del Corano;Éric-Emmanuel Schmitt;Racconto;1679;Adelphi;978-99-642-8028-9;Italiano;168;NO;2026-04-19;2026-07-18
791;LIB0791;Requiem;Anna Achmatova;Poesia;1793;Einaudi;978-54-703-2600-0;Italiano;860;SI;NULL;NULL
792;LIB0792;Ada o Ardore;Vladimir Nabokov;Romanzo;1560;Adelphi;978-39-979-2373-1;Italiano;1057;NO;2026-04-12;2026-07-11
793;LIB0793;1984;George Orwell;Distopia;1856;Mondadori;978-42-293-1089-2;Italiano;916;SI;NULL;NULL
794;LIB0794;Quaderni dal Carcere;Antonio Gramsci;Saggio;1307;Einaudi;978-76-220-9515-3;Italiano;1263;NO;2026-03-23;2026-06-21
795;LIB0795;Tempi Difficili;Charles Dickens;Romanzo sociale;1970;Newton Compton;978-98-923-6175-4;Italiano;500;SI;NULL;NULL
796;LIB0796;Il Sorriso dell'Ignoto Marinaio;Vincenzo Consolo;Romanzo storico;1409;Einaudi;978-64-767-5155-5;Italiano;396;NO;2026-03-17;2026-06-15
797;LIB0797;Una Vita Violenta;Pier Paolo Pasolini;Romanzo;1848;Garzanti;978-82-474-5514-6;Italiano;947;SI;NULL;NULL
798;LIB0798;L'Isola del Tesoro;Robert Louis Stevenson;Avventura;1706;Newton Compton;978-62-665-8904-7;Italiano;497;NO;2026-03-05;2026-06-03
799;LIB0799;Carrie;Stephen King;Horror;1872;Sperling & Kupfer;978-71-359-6024-8;Italiano;1216;SI;NULL;NULL
800;LIB0800;Angeli e Demoni;Dan Brown;Thriller;2022;Mondadori;978-27-975-2951-9;Italiano;895;SI;NULL;NULL
801;LIB0801;I Promessi Sposi;Alessandro Manzoni;Romanzo storico;1757;Mondadori;978-22-319-9328-0;Italiano;411;SI;NULL;NULL
802;LIB0802;L'Urlo e il Furore;William Faulkner;Modernismo;1646;Adelphi;978-88-813-1852-1;Italiano;1207;NO;2026-03-09;2026-06-07
803;LIB0803;Comma 22;Joseph Heller;Romanzo satirico;1951;Mondadori;978-21-943-3381-2;Italiano;90;SI;NULL;NULL
804;LIB0804;Il Giorno dell'Opričnik;Vladimir Sorokin;Romanzo;1914;Einaudi;978-21-165-5310-3;Italiano;971;NO;2026-02-24;2026-05-25
805;LIB0805;Il Pettirosso;Jo Nesbø;Thriller;1381;Einaudi;978-14-841-7296-4;Italiano;1327;SI;NULL;NULL
806;LIB0806;Le Correzioni;Jonathan Franzen;Romanzo contemporaneo;1710;Einaudi;978-93-633-5693-5;Italiano;1337;SI;NULL;NULL
807;LIB0807;Lolita;Vladimir Nabokov;Romanzo;1911;Adelphi;978-32-755-9099-6;Italiano;197;SI;NULL;NULL
808;LIB0808;Il Signore degli Anelli;J.R.R. Tolkien;Fantasy;1506;Bompiani;978-76-392-4190-7;Italiano;1425;NO;2026-02-25;2026-05-26
809;LIB0809;Billy Budd;Herman Melville;Racconto;1913;Einaudi;978-76-815-4795-8;Italiano;1125;SI;NULL;NULL
810;LIB0810;La Voce del Violino;Andrea Camilleri;Giallo;1990;Sellerio;978-56-344-1004-9;Italiano;153;SI;NULL;NULL
811;LIB0811;Resistere non Serve a Niente;Walter Siti;Romanzo;1388;Rizzoli;978-61-461-7474-0;Italiano;645;SI;NULL;NULL
812;LIB0812;Le Avventure di Huckleberry Finn;Mark Twain;Avventura;1505;Mondadori;978-11-854-2124-1;Italiano;1140;SI;NULL;NULL
813;LIB0813;Stagione di Migrazione al Nord;Tayeb Salih;Romanzo post-coloniale;1862;Einaudi;978-81-696-6703-2;Italiano;662;SI;NULL;NULL
814;LIB0814;Uomini che Odiano le Donne;Stieg Larsson;Thriller;1583;Marsilio;978-87-299-8450-3;Italiano;543;SI;NULL;NULL
815;LIB0815;1Q84;Haruki Murakami;Romanzo;1888;Einaudi;978-43-279-7670-4;Italiano;89;SI;NULL;NULL
816;LIB0816;Il Piacere;Gabriele D'Annunzio;Romanzo;1872;Mondadori;978-74-401-6570-5;Italiano;228;SI;NULL;NULL
817;LIB0817;La Paura;Stefan Zweig;Racconto;1825;Mondadori;978-78-932-5098-6;Italiano;607;SI;NULL;NULL
818;LIB0818;Il Fuoco;Gabriele D'Annunzio;Romanzo;1686;Mondadori;978-71-888-4985-7;Italiano;1233;SI;NULL;NULL
819;LIB0819;L'Assommoir;Émile Zola;Naturalismo;1769;Einaudi;978-68-700-1448-8;Italiano;1475;SI;NULL;NULL
820;LIB0820;Un Uomo;Oriana Fallaci;Romanzo;1564;Rizzoli;978-58-748-4610-9;Italiano;218;SI;NULL;NULL
821;LIB0821;Americanah;Chimamanda Ngozi Adichie;Romanzo;1535;Einaudi;978-62-461-9462-0;Italiano;726;SI;NULL;NULL
822;LIB0822;Canto di Natale;Charles Dickens;Novella;2017;Newton Compton;978-41-394-2523-1;Italiano;619;SI;NULL;NULL
823;LIB0823;Rashomon;Ryūnosuke Akutagawa;Racconti;1650;Feltrinelli;978-80-282-8807-2;Italiano;235;SI;NULL;NULL
824;LIB0824;Vita e Destino;Vasily Grossman;Romanzo di guerra;1523;Adelphi;978-44-287-4115-3;Italiano;1254;SI;NULL;NULL
825;LIB0825;Dracula;Bram Stoker;Horror gotico;1504;Newton Compton;978-40-993-5348-4;Italiano;560;NO;2026-02-24;2026-05-25
826;LIB0826;Il Canzoniere;Umberto Saba;Poesia;1507;Einaudi;978-89-464-3555-5;Italiano;591;SI;NULL;NULL
827;LIB0827;Romeo e Giulietta;William Shakespeare;Teatro;1422;Einaudi;978-96-779-9071-6;Italiano;240;SI;NULL;NULL
828;LIB0828;La Ragazza dello Sputnik;Haruki Murakami;Romanzo;1854;Einaudi;978-71-480-6167-7;Italiano;166;SI;NULL;NULL
829;LIB0829;Io non ho Paura;Niccolò Ammaniti;Romanzo;1888;Einaudi;978-72-287-9374-8;Italiano;642;NO;2026-02-27;2026-05-28
830;LIB0830;Molloy;Samuel Beckett;Romanzo;1527;Einaudi;978-26-155-9613-9;Italiano;1261;SI;NULL;NULL
831;LIB0831;Sabato;Ian McEwan;Romanzo;1789;Einaudi;978-14-614-6689-0;Italiano;1187;SI;NULL;NULL
832;LIB0832;Il Meraviglioso Viaggio di Nils Holgersson;Selma Lagerlöf;Fiaba;2002;Einaudi;978-68-223-9490-1;Italiano;437;SI;NULL;NULL
833;LIB0833;Gerusalemme Liberata;Torquato Tasso;Poema epico;2005;Einaudi;978-11-790-4452-2;Italiano;97;SI;NULL;NULL
834;LIB0834;Il Deserto dei Tartari;Dino Buzzati;Romanzo;1403;Mondadori;978-56-727-5254-3;Italiano;746;NO;2026-04-09;2026-07-08
835;LIB0835;Il Conte di Carmagnola;Alessandro Manzoni;Tragedia;1569;Mondadori;978-44-582-6621-4;Italiano;565;SI;NULL;NULL
836;LIB0836;Dalla Parte di Swann;Marcel Proust;Modernismo;1810;Einaudi;978-36-529-7099-5;Italiano;948;SI;NULL;NULL
837;LIB0837;I Miei Luoghi del Delitto;Haruki Murakami;Racconti;1710;Einaudi;978-67-284-3148-6;Italiano;652;SI;NULL;NULL
838;LIB0838;Fondazione;Isaac Asimov;Fantascienza;2002;Mondadori;978-22-838-5422-7;Italiano;548;SI;NULL;NULL
839;LIB0839;Il Cacciatore di Aquiloni;Khaled Hosseini;Romanzo;1868;Piemme;978-58-300-3389-8;Italiano;965;SI;NULL;NULL
840;LIB0840;Madame Bovary;Gustave Flaubert;Realismo;1453;Einaudi;978-11-280-7906-9;Italiano;1048;SI;NULL;NULL
841;LIB0841;Cento Anni di Solitudine;Gabriel García Márquez;Realismo magico;1945;Feltrinelli;978-78-837-6172-0;Italiano;1138;SI;NULL;NULL
842;LIB0842;Il Cacciatore di Androidi;Philip K. Dick;Fantascienza;1607;Fanucci;978-81-979-1781-1;Italiano;593;SI;NULL;NULL
843;LIB0843;Dio di Illusioni;Donna Tartt;Romanzo;2007;Rizzoli;978-17-320-5166-2;Italiano;414;SI;NULL;NULL
844;LIB0844;Ferdydurke;Witold Gombrowicz;Romanzo;1944;Feltrinelli;978-67-862-6483-3;Italiano;277;NO;2026-04-20;2026-07-19
845;LIB0845;Il Principe;Niccolò Machiavelli;Saggio politico;1668;Einaudi;978-81-929-5222-4;Italiano;1227;SI;NULL;NULL
846;LIB0846;Middlesex;Jeffrey Eugenides;Romanzo;1721;Mondadori;978-54-988-4259-5;Italiano;328;SI;NULL;NULL
847;LIB0847;Silenzio;Shūsaku Endō;Romanzo storico;1965;Corbaccio;978-78-278-5663-6;Italiano;1409;SI;NULL;NULL
848;LIB0848;All'Ombra delle Fanciulle in Fiore;Marcel Proust;Modernismo;1989;Einaudi;978-72-893-8322-7;Italiano;1125;SI;NULL;NULL
849;LIB0849;La Città e i Cani;Mario Vargas Llosa;Romanzo;1690;Einaudi;978-46-574-3373-8;Italiano;1336;SI;NULL;NULL
850;LIB0850;L'Allegria;Giuseppe Ungaretti;Poesia;1955;Mondadori;978-63-746-7631-9;Italiano;770;SI;NULL;NULL
851;LIB0851;L'Amante;A.B. Yehoshua;Romanzo;1373;Einaudi;978-30-451-4739-0;Italiano;242;SI;NULL;NULL
852;LIB0852;Il Sorgo Rosso;Mo Yan;Romanzo storico;1968;Einaudi;978-44-719-7479-1;Italiano;676;NO;2026-05-13;2026-08-11
853;LIB0853;Il Poema della Fine;Marina Cvetaeva;Poesia;1755;Einaudi;978-85-633-8377-2;Italiano;823;SI;NULL;NULL
854;LIB0854;Va' dove ti Porta il Cuore;Susanna Tamaro;Romanzo;1488;Baldini & Castoldi;978-26-845-4844-3;Italiano;127;SI;NULL;NULL
855;LIB0855;La Tregua;Primo Levi;Memoir;2017;Einaudi;978-36-270-7505-4;Italiano;243;NO;2026-05-02;2026-07-31
856;LIB0856;L'Aleph;Jorge Luis Borges;Racconti;1365;Einaudi;978-80-155-1431-5;Italiano;1049;SI;NULL;NULL
857;LIB0857;Addio mia Amata;Raymond Chandler;Noir;1836;Mondadori;978-23-368-3544-6;Italiano;250;NO;2026-04-06;2026-07-05
858;LIB0858;La Metamorfosi;Franz Kafka;Racconto;1699;Feltrinelli;978-39-353-5655-7;Italiano;713;SI;NULL;NULL
859;LIB0859;Macbeth;William Shakespeare;Teatro;1429;Einaudi;978-77-958-3795-8;Italiano;348;NO;2026-05-06;2026-08-04
860;LIB0860;Il Cardellino;Donna Tartt;Romanzo;1979;Rizzoli;978-51-984-8801-9;Italiano;810;SI;NULL;NULL
861;LIB0861;Vicolo del Mortaio;Naguib Mahfouz;Romanzo;1853;Einaudi;978-80-555-3213-0;Italiano;637;SI;NULL;NULL
862;LIB0862;La Certosa di Parma;Stendhal;Romanzo;2014;Einaudi;978-32-705-8480-1;Italiano;1184;SI;NULL;NULL
863;LIB0863;Rumore Bianco;Don DeLillo;Romanzo;1951;Einaudi;978-65-636-9745-2;Italiano;1235;SI;NULL;NULL
864;LIB0864;Il Cammino di Santiago;Paulo Coelho;Memoir;1655;Bompiani;978-79-332-2467-3;Italiano;1066;SI;NULL;NULL
865;LIB0865;Harry Potter e la Pietra Filosofale;J.K. Rowling;Fantasy;1674;Salani;978-43-259-5973-4;Italiano;924;NO;2026-03-02;2026-05-31
866;LIB0866;Shining;Stephen King;Horror;1835;Sperling & Kupfer;978-54-393-8687-5;Italiano;359;SI;NULL;NULL
867;LIB0867;La Coscienza di Zeno;Italo Svevo;Romanzo psicologico;2004;Einaudi;978-71-406-1149-6;Italiano;1087;SI;NULL;NULL
868;LIB0868;Harry Potter e il Principe Mezzosangue;J.K. Rowling;Fantasy;1599;Salani;978-39-915-1118-7;Italiano;1302;SI;NULL;NULL
869;LIB0869;Lo Strano Caso del Dr. Jekyll e Mr. Hyde;Robert Louis Stevenson;Horror gotico;1493;Newton Compton;978-81-547-7467-8;Italiano;923;NO;2026-05-11;2026-08-09
870;LIB0870;Il Profumo;Patrick Süskind;Romanzo;1961;Longanesi;978-58-325-5308-9;Italiano;878;NO;2026-05-08;2026-08-06
871;LIB0871;Mattatoio n. 5;Kurt Vonnegut;Romanzo satirico;1940;Feltrinelli;978-76-882-5454-0;Italiano;570;NO;2026-03-23;2026-06-21
872;LIB0872;La Passione Secondo G.H.;Clarice Lispector;Romanzo;1844;Adelphi;978-62-292-2121-1;Italiano;630;NO;2026-04-07;2026-07-06
873;LIB0873;Ritratto dell'Artista da Giovane;James Joyce;Romanzo di formazione;1596;Mondadori;978-91-566-8418-2;Italiano;306;NO;2026-03-29;2026-06-27
874;LIB0874;Un Ragazzo Adatto;Vikram Seth;Romanzo;1937;Guanda;978-34-428-1317-3;Italiano;1087;NO;2026-03-05;2026-06-03
875;LIB0875;Omon Ra;Viktor Pelevin;Romanzo;1847;Einaudi;978-33-204-5622-4;Italiano;125;NO;2026-02-24;2026-05-25
876;LIB0876;Morte sul Nilo;Agatha Christie;Giallo;1748;Mondadori;978-39-192-3468-5;Italiano;96;NO;2026-03-01;2026-05-30
877;LIB0877;Conversazione nella Cattedrale;Mario Vargas Llosa;Romanzo;1522;Einaudi;978-63-419-9165-6;Italiano;780;SI;NULL;NULL
878;LIB0878;Fiesta;Ernest Hemingway;Romanzo;1774;Mondadori;978-52-182-3393-7;Italiano;144;NO;2026-03-03;2026-06-01
879;LIB0879;Colazione da Tiffany;Truman Capote;Romanzo;1701;Garzanti;978-79-581-3975-8;Italiano;226;NO;2026-04-08;2026-07-07
880;LIB0880;Northanger Abbey;Jane Austen;Romanzo gotico parodico;1556;Newton Compton;978-11-224-5078-9;Italiano;861;SI;NULL;NULL
881;LIB0881;Il Castello;Franz Kafka;Romanzo esistenziale;1753;Einaudi;978-14-303-8550-0;Italiano;586;SI;NULL;NULL
882;LIB0882;Interpreti;Wole Soyinka;Romanzo;1396;Einaudi;978-95-313-8746-1;Italiano;1147;SI;NULL;NULL
883;LIB0883;Palomar;Italo Calvino;Narrativa;1619;Einaudi;978-30-744-1691-2;Italiano;741;SI;NULL;NULL
884;LIB0884;Il Fu Mattia Pascal;Luigi Pirandello;Romanzo;1862;Einaudi;978-25-359-8884-3;Italiano;1146;SI;NULL;NULL
885;LIB0885;Harry Potter e l'Ordine della Fenice;J.K. Rowling;Fantasy;1503;Salani;978-16-984-4568-4;Italiano;818;SI;NULL;NULL
886;LIB0886;Ritratto di Signora;Henry James;Romanzo;1541;Einaudi;978-65-432-1246-5;Italiano;1376;NO;2026-04-21;2026-07-20
887;LIB0887;Il Richiamo della Foresta;Jack London;Avventura;1582;Newton Compton;978-25-505-4982-6;Italiano;1277;NO;2026-05-03;2026-08-01
888;LIB0888;Il Pericolo Senza Nome;Agatha Christie;Giallo;1343;Mondadori;978-98-586-3539-7;Italiano;1270;SI;NULL;NULL
889;LIB0889;Quer Pasticciaccio Brutto de Via Merulana;Carlo Emilio Gadda;Romanzo;1391;Garzanti;978-30-611-2497-8;Italiano;589;SI;NULL;NULL
890;LIB0890;La Morte di Ivan Ilic;Lev Tolstoj;Racconto;1646;Einaudi;978-17-161-6824-9;Italiano;1360;SI;NULL;NULL
891;LIB0891;La Torre Nera;Stephen King;Fantasy dark;2018;Sperling & Kupfer;978-23-228-8992-0;Italiano;1178;NO;2026-03-26;2026-06-24
892;LIB0892;Va' e Metti una Sentinella;Harper Lee;Romanzo;1871;Feltrinelli;978-54-924-8187-1;Italiano;1400;SI;NULL;NULL
893;LIB0893;La Rabbia e l'Orgoglio;Oriana Fallaci;Saggio;1321;Rizzoli;978-58-466-3207-2;Italiano;1491;NO;2026-03-25;2026-06-23
894;LIB0894;Ossi di Seppia;Eugenio Montale;Poesia;1340;Einaudi;978-66-672-5828-3;Italiano;1073;SI;NULL;NULL
895;LIB0895;Le Particelle Elementari;Michel Houellebecq;Romanzo;1801;Bompiani;978-82-291-9906-4;Italiano;468;SI;NULL;NULL
896;LIB0896;Persuasione;Jane Austen;Romanzo sentimentale;1779;Newton Compton;978-86-981-3627-5;Italiano;643;NO;2026-04-23;2026-07-22
897;LIB0897;Cuore di Cane;Mikhail Bulgakov;Racconto satirico;1458;Einaudi;978-47-939-5314-6;Italiano;1000;SI;NULL;NULL
898;LIB0898;Il Rosso e il Nero;Stendhal;Romanzo;1764;Einaudi;978-91-618-7210-7;Italiano;81;SI;NULL;NULL
899;LIB0899;La Valle dell'Eden;John Steinbeck;Romanzo;1319;Mondadori;978-56-894-4912-8;Italiano;1349;SI;NULL;NULL
900;LIB0900;Il Messia di Dune;Frank Herbert;Fantascienza;1364;Fanucci;978-78-938-7348-9;Italiano;1428;NO;2026-04-12;2026-07-11
901;LIB0901;Harry Potter e il Prigioniero di Azkaban;J.K. Rowling;Fantasy;1999;Salani;978-80-257-5638-0;Italiano;1098;SI;NULL;NULL
902;LIB0902;Ulisse;James Joyce;Modernismo;1956;Mondadori;978-24-198-9572-1;Italiano;739;SI;NULL;NULL
903;LIB0903;Pet Sematary;Stephen King;Horror;1344;Sperling & Kupfer;978-32-994-1512-2;Italiano;345;NO;2026-03-18;2026-06-16
904;LIB0904;L'Omonimo;Jhumpa Lahiri;Romanzo;1797;Guanda;978-22-132-7366-3;Italiano;472;SI;NULL;NULL
905;LIB0905;Il Padiglione d'Oro;Yukio Mishima;Romanzo;1838;Feltrinelli;978-99-704-5193-4;Italiano;1357;NO;2026-04-03;2026-07-02
906;LIB0906;Il Paese d'Ottobre;Ray Bradbury;Racconti horror;1526;Mondadori;978-19-113-4419-5;Italiano;1320;SI;NULL;NULL
907;LIB0907;Finzioni;Jorge Luis Borges;Racconti;1381;Einaudi;978-91-162-6913-6;Italiano;1038;SI;NULL;NULL
908;LIB0908;Sessanta Racconti;Dino Buzzati;Racconti;1725;Mondadori;978-17-943-5355-7;Italiano;835;SI;NULL;NULL
909;LIB0909;Libertà;Jonathan Franzen;Romanzo contemporaneo;1372;Einaudi;978-19-321-9511-8;Italiano;702;NO;2026-04-29;2026-07-28
910;LIB0910;Il Congresso di Futurologia;Stanisław Lem;Fantascienza;1536;Mondadori;978-59-294-4164-9;Italiano;1168;SI;NULL;NULL
911;LIB0911;Le Fontane del Paradiso;Arthur C. Clarke;Fantascienza;1554;Mondadori;978-90-283-7802-0;Italiano;1247;SI;NULL;NULL
912;LIB0912;Mille Splendidi Soli;Khaled Hosseini;Romanzo;1953;Piemme;978-55-790-8515-1;Italiano;1260;SI;NULL;NULL
913;LIB0913;I Figli della Mezzanotte;Salman Rushdie;Realismo magico;1737;Mondadori;978-31-911-3955-2;Italiano;293;SI;NULL;NULL
914;LIB0914;I Sotterranei;Jack Kerouac;Romanzo;1816;Mondadori;978-94-261-9747-3;Italiano;771;SI;NULL;NULL
915;LIB0915;Il Maestro e Margherita;Mikhail Bulgakov;Romanzo satirico;1753;Einaudi;978-50-663-6319-4;Italiano;801;SI;NULL;NULL
916;LIB0916;Qualcuno con cui Correre;David Grossman;Romanzo;1722;Mondadori;978-65-945-6299-5;Italiano;1376;SI;NULL;NULL
917;LIB0917;Baudolino;Umberto Eco;Romanzo storico;1876;Bompiani;978-37-484-5162-6;Italiano;1197;SI;NULL;NULL
918;LIB0918;Armata a Cavallo;Isaak Babel;Racconti;1763;Einaudi;978-60-100-1567-7;Italiano;996;SI;NULL;NULL
919;LIB0919;L'Importanza di Chiamarsi Ernesto;Oscar Wilde;Commedia;1910;Newton Compton;978-76-238-5945-8;Italiano;113;NO;2026-04-29;2026-07-28
920;LIB0920;Odi Barbare;Giosuè Carducci;Poesia;1527;Zanichelli;978-50-122-5521-9;Italiano;519;SI;NULL;NULL
921;LIB0921;Niente di Nuovo sul Fronte Occidentale;Erich Maria Remarque;Romanzo di guerra;1823;Mondadori;978-83-685-3534-0;Italiano;1219;NO;2026-03-19;2026-06-17
922;LIB0922;Il Vecchio e il Mare;Ernest Hemingway;Racconto;1771;Mondadori;978-29-241-5341-1;Italiano;808;SI;NULL;NULL
923;LIB0923;L'Opera da Tre Soldi;Bertolt Brecht;Teatro;1896;Einaudi;978-39-362-5920-2;Italiano;591;NO;2026-02-16;2026-05-17
924;LIB0924;Le Quaranta Regole dell'Amore;Elif Şafak;Romanzo;1709;Rizzoli;978-37-851-2264-3;Italiano;1245;SI;NULL;NULL
925;LIB0925;Il Crollo;Chinua Achebe;Romanzo post-coloniale;1794;Einaudi;978-72-945-2562-4;Italiano;434;SI;NULL;NULL
926;LIB0926;Re Lear;William Shakespeare;Teatro;1607;Einaudi;978-83-490-2285-5;Italiano;156;SI;NULL;NULL
927;LIB0927;I Mandarini;Simone de Beauvoir;Romanzo;1642;Einaudi;978-65-526-2974-6;Italiano;792;SI;NULL;NULL
928;LIB0928;Il Lupo della Steppa;Hermann Hesse;Romanzo;1532;Mondadori;978-87-111-7266-7;Italiano;1416;NO;2026-03-27;2026-06-25
929;LIB0929;Decameron;Giovanni Boccaccio;Novelle;1836;Einaudi;978-50-652-3450-8;Italiano;164;SI;NULL;NULL
930;LIB0930;I Fratelli Karamazov;Fëdor Dostoevskij;Romanzo filosofico;2014;Einaudi;978-29-151-7436-9;Italiano;532;SI;NULL;NULL
931;LIB0931;Uomini e Topi;John Steinbeck;Racconto;1909;Mondadori;978-74-192-4638-0;Italiano;1258;SI;NULL;NULL
